"Entity","Region","Ownership","Deal Type","Level 4","Trade ID","Trade Description","CounterParty","Broker","Deal Type","Trade Type","Trade Date","Effective Date","Expiry Date","Has Unwinds","Option/Commitment Type","Barrier Type","Buy/Sell - 1","Pay/Receive - 1","Option Type / Interest Type - 1","Price Index - 1","Future","Number Of Contracts","Ccy1","Notional1","Unit - 1","Current Period IR Rate1","Current Period IR Spread1 bps","Strike","Buy/Sell - 2","Pay/Receive - 2","Option Type / Interest Type-2","Price Index - 2","Ccy2","Notional2","Available Balance to Draw","Unit - 2","Current Period IR Rate2","Current Period IR Spread2 bps","Original Tenor","Current Tenor","Proceeds","Debt Instrument","Trade Discount Rate","Trade Yield","Trade Price","Cpty Trade Id","Alternate Trade Id","Trade Group","Asset Class","Current Version","Trade In Link","Linked Proportion","Linked Notional Amount"
"CLF-21086-CHANGSHU PUGAO","China","China Portfolio","Project Finance","21086 CLF-Changshu Pugao CMB 18.7million facility","14012","9 YR  FIXED RATE LOAN: PAY 4.90000% CNY    8.7 M  REPAY: SCHEDULE  MAT: 21-MAR-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-03-16","2016-03-16","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6259280.25","","0.049000000","","","","","","","","","","","","","3292","2095","8708558.2500","Interest-Bearing","0.00000000000000","0.04879136800000","1.00000000000000","","Changshu Pugao","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21103-GLP KUNSHAN GAO","China","China Portfolio","Project Finance","21103 CLF-Kunshan Yushan CMB 244.7million facility","14013","9.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY  542.7 K  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-03-18","2016-03-18","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-423955.89","","0.049000000","","","","","","","","","","","","","3474","2279","542663.5000","Interest-Bearing","0.00000000000000","0.03899199440000","1.00000000000000","","Kunshan Yushan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21136-FOSHAN PULU","China","China Portfolio","Project Finance","21136 CLF-FOSHAN PULU CMB 82million facility","14014","9.1 YR  FIXED RATE LOAN: PAY 4.90000% CNY   10.1 M  REPAY: SCHEDULE  MAT: 21-MAR-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-03-03","2016-03-03","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-7256092.92","","0.049000000","","","","","","","","","","","","","3305","2095","10095421.9200","Interest-Bearing","0.00000000000000","0.03761602730000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21144-HUIZHOU PUFA","China","China Portfolio","Project Finance","21144 CLF-HUIZHOU PUFA CMB 79.9million facility","14016","9.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY   21.3 M  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-03-11","2016-03-11","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-16606876.09","","0.049000000","","","","","","","","","","","","","3481","2279","21256801.3700","Interest-Bearing","0.00000000000000","0.04082440030000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","14017","8.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY  615.7 K  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2016-02-29","2016-02-29","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-404076.08","","0.049000000","","","","","","","","","","","","","3099","1886","615735.0000","Interest-Bearing","0.00000000000000","0.04900278870000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-23018-XIANSCTECH","China","China Portfolio","Project Finance","23018 C-I-Park Xi An Science and Tech BOComm 285million facility","14018","5.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY  400.0 K  REPAY: SCHEDULE  MAT: 11-AUG-2021","3-C-BCOM XIAN CHENGXI","","Actual","Loan","2016-02-26","2016-02-26","2021-08-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-233440","","0.049000000","","","","","","","","","","","","","1993","777","400000.0000","Interest-Bearing","0.00000000000000","0.04610011060000","1.00000000000000","","Xi an","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-22036-QUZHOUPUFA","China","China Portfolio","Project Finance","22036 C-QUZHOUPUFA BOC98million facility","14019","7.8 YR  FIXED RATE LOAN: PAY 4.90000% CNY   98.0 M  REPAY: SCHEDULE  MAT: 31-DEC-2023","3-C-BOC JINJIANG ANHAI SU","","Actual","Loan","2016-03-30","2016-03-30","2023-12-31","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-78000000","","0.049000000","","","","","","","","","","","","","2832","1649","13500000.0000","Interest-Bearing","0.00000000000000","0.06199129260000","1.00000000000000","","Quanzhou","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21151-GLP FOSHAN PUDAN","China","China Portfolio","Project Finance","21151 C-FOSHANPUDAN BOC 100million facility","14020","9.8 YR  FIXED RATE LOAN: PAY 4.90000% CNY   19.7 M  REPAY: SCHEDULE  MAT: 28-JAN-2026","3-C-BOC FOSHAN LUOCUN SUB","","Actual","Loan","2016-03-30","2016-03-30","2026-01-28","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-18559229.19","","0.049000000","","","","","","","","","","","","","3591","2408","19743860.8400","Interest-Bearing","0.00000000000000","0.04899339520000","1.00000000000000","","Pudan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21072-ZHONGSHAN PUXI LF","China","China Portfolio","Project Finance","21072 C-Zhongshan Puxi CMB 115.2million facility","14021","5.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY   43.4 M  REPAY: SCHEDULE  MAT: 21-SEP-2021","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-03-31","2016-03-31","2021-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-26424554.73","","0.049000000","","","","","","","","","","","","","2000","818","32721032.8000","Interest-Bearing","0.00000000000000","0.04899677570000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21117-CHANGSHA PUYONG","China","China Portfolio","Project Finance","21117 CLF-Changsha Puyong CMB 121.5million facility","14022","9.1 YR  FIXED RATE LOAN: PAY 4.90000% CNY   11.1 M  REPAY: SCHEDULE  MAT: 21-MAR-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-02-26","2016-02-26","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-7945221.2","","0.049000000","","","","","","","","","","","","","3311","2095","11054220.8000","Interest-Bearing","0.00000000000000","0.03963461880000","1.00000000000000","","Changsha liuyang","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-22005-SZITIC SHENZHEN C","China","China Portfolio","Project Finance","22005 C-SZITIC Shenzhen Com Property BOC 70.116million facility","14023","9.8 YR  FIXED RATE LOAN: PAY 4.90000% CNY    5.5 M  REPAY: SCHEDULE  MAT: 02-FEB-2026","3-C-BOC SHENZHEN DONGBU B","","Actual","Loan","2016-03-29","2016-03-29","2026-02-01","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-5355170.72","","0.049000000","","","","","","","","","","","","","3596","2412","5472239.0000","Interest-Bearing","0.00000000000000","0.04900684280000","1.00000000000000","","Longgang","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21096-GLP HUZHOU LF","China","China Portfolio","Project Finance","21096 CLF-Huzhou LF CMB 63.5million facility","14026","9.8 YR  FIXED RATE LOAN: PAY 4.90000% CNY   19.9 M  REPAY: SCHEDULE  MAT: 21-DEC-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-03-15","2016-03-15","2025-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-16175693.32","","0.049000000","","","","","","","","","","","","","3568","2370","19908539.3200","Interest-Bearing","0.00000000000000","0.04899121510000","1.00000000000000","","Huzhou","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-22043-DALIAN HUANPU DEV","China","China Portfolio","Project Finance","22043 C-Dalian Huanpu CMB 58.3million facility","14183","6.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY  150.0 K  REPAY: SCHEDULE  MAT: 30-AUG-2022","3-C-CMB DALIAN BONDED SUB","","Actual","Loan","2016-04-07","2016-04-07","2022-08-30","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-104510.52","","0.049000000","","","","","","","","","","","","","2336","1161","150000.0000","Interest-Bearing","0.00000000000000","0.04903751810000","1.00000000000000","","Dalian Huanpu","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"C-23018-XIANSCTECH","China","China Portfolio","Project Finance","23018 C-I-Park Xi An Science and Tech BOComm 285million facility","14184","5.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY  880.0 K  REPAY: SCHEDULE  MAT: 11-AUG-2021","3-C-BCOM XIAN CHENGXI","","Actual","Loan","2016-04-01","2016-04-01","2021-08-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-502876","","0.049000000","","","","","","","","","","","","","1958","777","880000.0000","Interest-Bearing","0.00000000000000","0.04610011060000","1.00000000000000","","Xi an","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21127-SHANGHAI APELOA","China","China Portfolio","Project Finance","21127 CLF-Shanghai Apeloa PR CMB 213million facility","14253","8.7 YR  FIXED RATE LOAN: PAY 4.90000% CNY    5.5 M  REPAY: SCHEDULE  MAT: 21-DEC-2024","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-06","2016-04-06","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3773792.79","","0.049000000","","","","","","","","","","","","","3181","2005","5489153.1900","Interest-Bearing","0.00000000000000","0.03695983860000","1.00000000000000","","Puluokangyu","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21068-CHONGQING BANAN L","China","China Portfolio","Project Finance","21068 C-CHONGQING PUNAN CMB 250million facility","14258","9.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY    1.0 M  REPAY: SCHEDULE  MAT: 01-SEP-2025","3-C-CMB JIAZHOU BRANCH","","Actual","Loan","2016-04-26","2016-04-26","2025-09-01","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-778682.56","","0.049000000","","","","","","","","","","","","","3415","2259","1018277.2000","Interest-Bearing","0.00000000000000","0.04899577030000","1.00000000000000","","Chongqing banan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21083-TIANJIN PUJIN W","China","China Portfolio","Project Finance","21083 CLF-Tianjin Pujin CMB 38.5million facility","14259","9.2 YR  FIXED RATE LOAN: PAY 4.90000% CNY    8.9 M  REPAY: SCHEDULE  MAT: 21-JUN-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-18","2016-04-18","2025-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6675000","","0.049000000","","","","","","","","","","","","","3351","2187","8900000.0000","Interest-Bearing","0.00000000000000","0.03961510770000","1.00000000000000","","Pujin","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21144-HUIZHOU PUFA","China","China Portfolio","Project Finance","21144 CLF-HUIZHOU PUFA CMB 79.9million facility","14260","9.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY    1.4 M  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-01","2016-04-01","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1131208.84","","0.049000000","","","","","","","","","","","","","3460","2279","1447947.3600","Interest-Bearing","0.00000000000000","0.04477724370000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21144-HUIZHOU PUFA","China","China Portfolio","Project Finance","21144 CLF-HUIZHOU PUFA CMB 79.9million facility","14261","9.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY    3.5 M  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-12","2016-04-12","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2748631.12","","0.049000000","","","","","","","","","","","","","3449","2279","3518247.8700","Interest-Bearing","0.00000000000000","0.04000553990000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21117-CHANGSHA PUYONG","China","China Portfolio","Project Finance","21117 CLF-Changsha Puyong CMB 121.5million facility","14262","8.9 YR  FIXED RATE LOAN: PAY 4.90000% CNY    8.6 M  REPAY: SCHEDULE  MAT: 21-MAR-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-29","2016-04-29","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6160237.56","","0.049000000","","","","","","","","","","","","","3248","2095","8570765.2500","Interest-Bearing","0.00000000000000","0.03812426830000","1.00000000000000","","Changsha liuyang","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CU-23020-DONGGHUMEN","China","China Portfolio","Project Finance","23020 CU-Dongguan Humen CMB 65million facility","14263","6.6 YR  FIXED RATE LOAN: PAY 4.90000% CNY    2.3 M  REPAY: SCHEDULE  MAT: 21-DEC-2022","3-C-CMB DONGGUAN HUMENGAN","","Actual","Loan","2016-04-28","2016-04-28","2022-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2326572.33","","0.049000000","","","","","","","","","","","","","2428","1274","2326572.3300","Interest-Bearing","0.00000000000000","0.04906082310000","1.00000000000000","","Dongguan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21132-QINGDAO PUHE WS","China","China Portfolio","Project Finance","21132 CLF-Qingdao Puhe CMB 39.4million facility","14282","9.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY    4.5 M  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-29","2016-04-29","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3476562.5","","0.049000000","","","","","","","","","","","","","3432","2279","4450000.0000","Interest-Bearing","0.00000000000000","0.03992034730000","1.00000000000000","","Qingdao Puhe","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21103-GLP KUNSHAN GAO","China","China Portfolio","Project Finance","21103 CLF-Kunshan Yushan CMB 244.7million facility","14283","9.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY   11.8 M  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-14","2016-04-14","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-9217371.31","","0.049000000","","","","","","","","","","","","","3447","2279","11798235.2600","Interest-Bearing","0.00000000000000","0.04046791150000","1.00000000000000","","Kunshan Yushan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-22044-BUFFALO JINAN WL","China","China Portfolio","Project Finance","22044 C-Buffalo Jinan BOComm 84million facility","14291","5.5 YR  FIXED RATE LOAN: PAY 4.99800% CNY   42.3 M  REPAY: SCHEDULE  MAT: 21-OCT-2021","3-C-BCOM QINGDAO LAOSHAN","","Actual","Loan","2016-04-28","2016-04-28","2021-10-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-17074949.45","","0.049980000","","","","","","","","","","","","","2002","848","42274949.4500","Interest-Bearing","0.00000000000000","0.04264717030000","1.00000000000000","","Buffalo Jinan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21109-GLP CHANGSHU PU","China","China Portfolio","Project Finance","21109 CLF-Changshu Pujiang CMB 41.67million facility","14292","9.5 YR  FIXED RATE LOAN: PAY 4.90000% CNY   19.9 M  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-04-01","2016-04-01","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-15537245.14","","0.049000000","","","","","","","","","","","","","3460","2279","19887673.7400","Interest-Bearing","0.00000000000000","0.04879440370000","1.00000000000000","","Changshu Pujiang","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-22043-DALIAN HUANPU DEV","China","China Portfolio","Project Finance","22043 C-Dalian Huanpu CMB 58.3million facility","14415","6.3 YR  FIXED RATE LOAN: PAY 4.90000% CNY    2.3 M  REPAY: SCHEDULE  MAT: 30-AUG-2022","3-C-CMB DALIAN BONDED SUB","","Actual","Loan","2016-05-05","2016-05-05","2022-08-30","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1616431","","0.049000000","","","","","","","","","","","","","2308","1161","2320000.0000","Interest-Bearing","0.00000000000000","0.04900172230000","1.00000000000000","","Dalian Huanpu","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-22043-DALIAN HUANPU DEV","China","China Portfolio","Project Finance","22043 C-Dalian Huanpu CMB 58.3million facility","14416","6.3 YR  FIXED RATE LOAN: PAY 4.90000% CNY  140.0 K  REPAY: SCHEDULE  MAT: 30-AUG-2022","3-C-CMB DALIAN BONDED SUB","","Actual","Loan","2016-05-30","2016-05-30","2022-08-30","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-97552","","0.049000000","","","","","","","","","","","","","2283","1161","140000.0000","Interest-Bearing","-0.00279823720000","0.04974316670000","1.01773771450000","","Dalian Huanpu","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"AU-WESTERN B SOUTH TN","United States","US Portfolio","Commercial Mortgage Backed Securities and Others","","14422","WST Pool B Loan #  10105682 Wells Fargo","5-A-WELLS FARGO BANK","","Actual","Loan","2015-11-04","2015-11-04","2022-11-04","No","Asset/Liability","","","Pay","Fixed","","","","USD","-15900000","","0.038164107","","","","","","","","","","","","","2557","1227","15900000.0000","Interest-Bearing","0.00000000000000","0.03768014320000","1.00000000000000","","WST B Wells","COMMERCIAL MORTGAGE BACKED SCC","Interest Rate","4","No","0.000000000000000","0.0000"
"C-21073-ZHENGZHOU ILZ LF","China","China Portfolio","Project Finance","21073 C-Zhengzhou BOC 240million facility","14515","5.6 YR  FIXED RATE LOAN: PAY 4.90000% CNY    3.1 M  REPAY: SCHEDULE  MAT: 27-DEC-2021","3-C-BOC ZHENGZHOU AIRPORT","","Actual","Loan","2016-05-11","2016-05-11","2021-12-27","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2330841.52","","0.049000000","","","","","","","","","","","","","2056","915","3107788.7000","Interest-Bearing","0.00000000000000","0.04899470160000","1.00000000000000","","zhengzhou","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21139-CHONGZHOU","China","China Portfolio","Project Finance","21139 CLF-Chongzhou CMB 126.6million facility","14516","9.6 YR  FIXED RATE LOAN: PAY 4.90000% CNY   25.4 M  REPAY: SCHEDULE  MAT: 21-DEC-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-05-13","2016-05-13","2025-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-20658695.98","","0.049000000","","","","","","","","","","","","","3509","2370","25426087.3000","Interest-Bearing","0.00000000000000","0.03964683690000","1.00000000000000","","Chongzhou","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21098-XIAOGAN PUXIAO","China","China Portfolio","Project Finance","21098 C-CLF-Hubei Puxiao CMB 19.7million facility","14517","8.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY    6.2 M  REPAY: SCHEDULE  MAT: 21-SEP-2024","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-05-09","2016-05-09","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4070593.04","","0.049000000","","","","","","","","","","","","","3057","1914","6202808.4000","Interest-Bearing","0.00000000000000","0.04121571230000","1.00000000000000","","xiaogan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CU-23020-DONGGHUMEN","China","China Portfolio","Project Finance","23020 CU-Dongguan Humen BOC 115million facility","14518","9.3 YR  FIXED RATE LOAN: PAY 5.15000% CNY    3.4 M  REPAY: SCHEDULE  MAT: 22-SEP-2025","3-C-BOC TIANHE","","Actual","Loan","2016-05-17","2016-05-17","2025-09-22","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2907000","","0.051500000","","","","","","","","","","","","","3415","2280","3420000.0000","Interest-Bearing","0.00000000000000","0.05150358940000","1.00000000000000","","Dongguan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21068-CHONGQING BANAN L","China","China Portfolio","Project Finance","21068 C-CHONGQING PUNAN CMB 250million facility","14520","9.3 YR  FIXED RATE LOAN: PAY 4.90000% CNY   15.5 M  REPAY: SCHEDULE  MAT: 01-SEP-2025","3-C-CMB JIAZHOU BRANCH","","Actual","Loan","2016-05-17","2016-05-17","2025-09-01","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-11844982.81","","0.049000000","","","","","","","","","","","","","3394","2259","15489592.9300","Interest-Bearing","0.00000000000000","0.04879197660000","1.00000000000000","","Chongqing banan","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 47.2million facility","14521","9.8 YR  FIXED RATE LOAN: PAY 4.90000% CNY    8.7 M  REPAY: SCHEDULE  MAT: 21-MAR-2026","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2016-05-23","2016-05-23","2026-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-7334006.2","","0.049000000","","","","","","","","","","","","","3589","2460","683580.0000","Interest-Bearing","0.00000000000000","0.05298694990000","1.00000000000000","","pinggu","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21144-HUIZHOU PUFA","China","China Portfolio","Project Finance","21144 CLF-HUIZHOU PUFA CMB 79.9million facility","14522","9.4 YR  FIXED RATE LOAN: PAY 4.90000% CNY   17.2 M  REPAY: SCHEDULE  MAT: 21-SEP-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-05-04","2016-05-04","2025-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-13455444.49","","0.049000000","","","","","","","","","","","","","3427","2279","17222968.9500","Interest-Bearing","0.00000000000000","0.04035939530000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21133-XIXIAN PUGANG","China","China Portfolio","Project Finance","21133 CLF-Pugang Xixian CMB 121.95million facility","14523","8.9 YR  FIXED RATE LOAN: PAY 4.90000% CNY   12.7 M  REPAY: SCHEDULE  MAT: 21-MAR-2025","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2016-05-11","2016-05-11","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-9104583.4","","0.049000000","","","","","","","","","","","","","3236","2095","12667246.9000","Interest-Bearing","0.00000000000000","0.04897456720000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"C-23025-SY-JINBEI","China","China Portfolio","Project Finance","23025 C-Shenyang Jinbei BOC 350million facility","14524","6.3 YR  FIXED RATE LOAN: PAY 4.90000% CNY    6.5 M  REPAY: SCHEDULE  MAT: 30-AUG-2022","3-C-BOC SHENYANG DEVELOPM","","Actual","Loan","2016-05-06","2016-05-06","2022-08-30","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4644106.91","","0.049000000","","","","","","","","","","","","","2307","1161","6475846.2900","Interest-Bearing","0.00000000000000","0.04856997690000","1.00000000000000","","Shenyang Huanpu","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-23025-SY-JINBEI","China","China Portfolio","Project Finance","23025 C-Shenyang Jinbei BOC 350million facility","14525","6.3 YR  FIXED RATE LOAN: PAY 4.90000% CNY   10.5 M  REPAY: SCHEDULE  MAT: 30-AUG-2022","3-C-BOC SHENYANG DEVELOPM","","Actual","Loan","2016-05-26","2016-05-26","2022-08-30","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-7550080","","0.049000000","","","","","","","","","","","","","2287","1161","10528000.0000","Interest-Bearing","0.00000000000000","0.04870975800000","1.00000000000000","","Shenyang Huanpu","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CU-23031-GLP YIWU LF","China","China Portfolio","Project Finance","23031 CU- Yiwu Pujie BOComm 210million facility","14565","9.6 YR  FIXED RATE LOAN: PAY 4.90000% CNY  100.0 M  REPAY: SCHEDULE  MAT: 31-DEC-2025","3-C-BCOM YIWU","","Actual","Loan","2016-05-27","2016-05-27","2025-12-31","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-90000000","","0.049000000","","","","","","","","","","","","","3505","2380","100000000.0000","Interest-Bearing","0.00000000000000","0.06023307210000","1.00000000000000","","Yiwu","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-22046-ZHENGZHOU PUCHUAN","China","China Portfolio","Project Finance","22046 C-Zhengzhou Puchuan LB BOC 55million facility","14566","6.1 YR  FIXED RATE LOAN: PAY 4.90000% CNY   18.2 M  REPAY: SCHEDULE  MAT: 20-JUN-2022","3-C-BOC ZHENGZHOU AIRPORT","","Actual","Loan","2016-05-26","2016-05-26","2022-06-20","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-9663280.76","","0.049000000","","","","","","","","","","","","","2216","1090","18201385.0000","Interest-Bearing","0.00000000000000","0.04899290940000","1.00000000000000","","Zhengzhou Xuedian Phase I","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-22042-TIANJIN TRANSFAR","China","China Portfolio","Project Finance","22042 C-Tianjin Transfar LB ICBC 185million facility","14567","9.6 YR  FIXED RATE LOAN: PAY 4.90000% CNY   15.0 M  REPAY: SCHEDULE  MAT: 12-DEC-2025","3-C-ICBC TIANJIN","","Actual","Loan","2016-05-12","2016-05-12","2025-12-12","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-12567000","","0.049000000","","","","","","","","","","","","","3501","2361","15000000.0000","Interest-Bearing","0.00000000000000","0.04900271020000","1.00000000000000","","Tianjin Transfar","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"S-CLFONESGH","China","China Portfolio","Project Finance","11006 CLF One Singapore USD490 million facility","14645","7 YR FLOATING RATE LOAN: PAY 6M Libor +200 bp USD 5.2 M REPAY: SCHEDULE MAT: 25-MAY-2023","1-S-CMB-NY","","Actual","Loan","2016-05-25","2016-05-25","2023-05-25","No","Asset/Liability","","","Pay","Floating","Libor","","","USD","-4940000","","0.025601300","0.0200000000","","","","","","","","","","","","2556","1429","5200000.0000","Interest-Bearing","0.00000000000000","0.03440020250000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","14","No","0.000000000000000","0.0000"
