Statement Date,Branch Name,Branch Number,Account Number,Account Currency,Opening Available Balance,Current/Closing Available Balance,Opening Ledger Balance,Current/Closing Ledger Balance,Account Name,Account Type,Customer Name,Customer Number,Last Entry Date,IBAN Number,Calculated Balances,Overdraft Amount
21/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"7,252,532.02","17,224,441.15","7,252,532.02","17,224,441.15",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
22/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"17,224,441.15","17,224,441.15","17,224,441.15","17,224,441.15",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
23/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"17,224,441.15","17,022,757.69","17,224,441.15","17,022,757.69",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
24/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"17,022,757.69","24,708,419.24","17,022,757.69","24,708,419.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
25/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"24,708,419.24","24,708,419.24","24,708,419.24","24,708,419.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
27/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"24,708,419.24","24,708,419.24","24,708,419.24","24,708,419.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
28/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"24,708,419.24","25,116,882.24","24,708,419.24","25,116,882.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
29/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"25,116,882.24","25,116,882.24","25,116,882.24","25,116,882.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
30/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"25,116,882.24","25,116,882.24","25,116,882.24","25,116,882.24",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
31/5/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"25,116,882.24","24,879,313.24","25,116,882.24","24,898,613.11",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
1/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"24,879,313.24","24,879,313.24","24,898,613.11","24,898,613.11",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
3/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"24,879,313.24","5,496,595.78","24,898,613.11","5,496,595.78",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
4/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"5,496,595.78","19,393,051.33","5,496,595.78","19,393,051.33",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
6/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"19,393,051.33","19,393,051.33","19,393,051.33","19,393,051.33",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
7/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"19,393,051.33","18,813,447.09","19,393,051.33","18,813,447.09",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
8/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"18,813,447.09","18,813,447.09","18,813,447.09","18,813,447.09",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
10/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"18,813,447.09","18,603,592.53","18,813,447.09","18,603,592.53",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
11/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"18,603,592.53","18,603,592.53","18,603,592.53","18,603,592.53",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
12/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"18,603,592.53","16,759,727.74","18,603,592.53","16,759,727.74",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
13/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,759,727.74","16,759,727.74","16,759,727.74","16,759,727.74",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
14/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,759,727.74","16,223,910.38","16,759,727.74","16,223,910.38",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
15/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,223,910.38","16,223,910.38","16,223,910.38","16,223,910.38",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
17/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"16,223,910.38","18,599,883.26","16,223,910.38","18,599,883.26",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
18/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"18,599,883.26","18,599,883.26","18,599,883.26","18,599,883.26",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
19/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"18,599,883.26","18,599,883.26","18,599,883.26","18,599,883.26",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
20/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"18,599,883.26","11,495,102.26","18,599,883.26","11,495,102.26",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
21/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"11,495,102.26","11,495,102.26","11,495,102.26","11,495,102.26",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
22/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"11,495,102.26","11,495,102.26","11,495,102.26","11,495,102.26",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
24/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"11,495,102.26","11,293,640.47","11,495,102.26","11,293,640.47",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
25/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"11,293,640.47","10,123,293.89","11,293,640.47","10,123,293.89",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
26/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"10,123,293.89","10,049,486.23","10,123,293.89","10,049,486.23",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,No,
27/6/2019,CITIBANK N.A. SINGAPORE,760,853991015,USD,"10,049,486.23","489,658.23","10,049,486.23","489,658.23",GLP PTE LTD,Current Account,GLP PTE. LTD.,853991,26/6/2019,,Yes,
